file_name,Корреспондент (Отправитель),Дата письма,Номер письма (Reference),Адресат (Получатель),Подписант (Подпись),Доп. информация
01082_L.tif,NOVAIS Stéphanie,,01082,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: NOVAIS Stephanie"
01080_L.tif,Aubert Sylvaine,,01080,CPAM,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: AUBERT Sylvaine"
01083_L.tif,ABDALLAH Sandy,26/11/2006 (Fraimbois),01083,Univers Sale Mobile,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: ABDALLAH Sandy"
01085_L.tif,HEQUET Elodie,25/11/2006 (PONTPOINT),01085,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: HEQUET Elodie"
01086_L.tif,JOANNES Sylvie,25/11/2006 (Niederbronn),01086,Trésorerie des impôts,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: JOANNES Sylvie"
01087_L.tif,BARRY Marcelle,,01087,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: BARRY Marcelle"
01088_L.tif,Meyer Nicolas,26/11/2006 (Chatel St Germain),01088,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: MEYER Nicolas"
01089_L.tif,Maryline CABRERA,27/11/2006 (Weitbruch),01089,BOF TELECOM,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: CABRERA Maryline"
01093_L.tif,SALESSE Cyril,25/11/2006,01093,BANQUE DEBIT LYONNAIS,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: SALESSE Cyril"
01090_L.tif,CODRON CYRILLE,,01090,"BIMESTRIEL "" CHARITE BUSHIDO ""","[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: CODRON Cyrille"
01091_L.tif,ATMANI Gilbert,,01091,BAAF ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: ATMANI Gilbert"
01092_L.tif,BOUROUIN Victoria,,01092,ASSEDIC ASSURANCE CHOMAGE,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: BOURQUIN Victoria"
01094_L.tif,Lenglet Stephanie,,01094,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: LENGLET Stephanie"
01095_L.tif,Virginie Berthelot,25/11/2006,01095,NAIF assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BERTHELOT Virginie"
01097_L.tif,THIEBAUT Caroline,23/11/2006 (STOSSWIHR),01097,"Quotidien ""Le Pain""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: THIEBAUT Caroline"
01096_L.tif,Stéphane Girardeau,23/11/2006 (Huningue),01096,,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: GIRARDEAU Stephanie"
01101_L.tif,Erwan SOUSA,29/11/2006 (Weitbruck),01101,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: SOUSA Erwan"
01098_L.tif,Jean-Yves BRANCHU,23/11/2006 (Schaffhouse),01098,Banque Crédit Populaire,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: BRANCHU Jean-yves"
01102_L.tif,Marie-Laure CORBIN,22/11/2006 (Malroy),01102,Univers Sale Mobile,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: CORBIN Marie-laure"
01099_L.tif,Virginie PORTE,27/11/2006 (Hangenbieten),01099,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: PORTE Virginie"
01103_L.tif,Marie-Claire METGE,27/11/2006 (Illzach),01103,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: METGE Marie-claire"
01100_L.tif,Bouillard Dominique,24/11/1994 (Honfleur),01100,La Poste,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: BOUILLARD Dominique"
01105_L.tif,Metayer Isabelle,27/11/2006 (Augny),01105,Banque debit lyonnais,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: METAYER Isabelle"
01109_L.tif,BIDET NANCY,23/11/2006 (Ritzing),01109,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: BIDET Nancy"
01107_L.tif,Gauthier Caballero,03/11/2006 (Retzwiller),01107,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: CABALLERO Gauthier"
01111_L.tif,FOURMOND Laeticia,26/11/2006,01111,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: FOURMOND Loetitia"
01104_L.tif,Marie CAPARROS,27/11/2006 (Niederbronn),01104,C.A.F.\nCAISSE D'ALLOCATIONS FAMILIALES,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: CAPARROS Marie"
01106_L.tif,GELIN Justine,28/11/2006 (Etobon),01106,Banque Crédit Populaire,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: GELIN Justine"
01110_L.tif,GARCON Abel,26/11/2006 (Phalsbourg),01110,BMP - Banque Mutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: GARCON Abel"
01108_L.tif,FOURES Régine,27/11/2006 (Schwerdorff),01108,"Magazine "" DéO ""","[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: FOURES Regine"
01116_L.tif,CARNEIRO MARIANNE,25/11/2006 (St JURE),01116,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: CARNEIRO Marianne"
01115_L.tif,PINTO Magali,27/11/2006 (Boersch),01115,"Bimestriel "" Charité Bushido ""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: PINTO Magali"
01112_L.tif,Corinne ROSIER,27/11/2006 (St Vallier),01112,Trésorerie des ¤{Impots/Impôts}¤,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: ROSIER Corinne"
01114_L.tif,BOUCHEZ Yoann,24/10/2006,01114,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: BOUCHEZ Yoann"
01118_L.tif,Reymond Elisabeth,,01118,GDF,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: REYMOND Elizabeth"
01120_L.tif,Mireille JARDIN,27/11/2006 (Bastia),01120,BOF Telecom,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: JARDIN Mireille"
01119_L.tif,Chantal PAYET,29/11/2006 (Moyrazes),01119,Manif Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: PAYET Chantal"
01113_L.tif,Martine HERBERT,27/11/2006 (Buchy),01113,BMP - Banque Mutuelle de PARIS,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: HERBERT Martine"
01117_L.tif,Myriam POUZET,25/11/2006 (Oberdorf),01117,,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: POUZET Myriam"
01126_L.tif,André CHARPIN,17/11/2006 (Clans),01126,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: CHARPIN Andre"
01124_L.tif,Fanny BRUN,27/11/2006,01124,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: BRUN Fanny"
01127_L.tif,DAMIEN Jenna,28/11/2006,01127,Banque Société Géniale,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: DAMIEN Jenna"
01123_L.tif,CISSE Bertrand,27/11/2006 (Seppois-le-Haut),01123,Monsieur le maire,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: CISSE Bertrand"
01125_L.tif,,26/11/2006,01125,BMP - Banque Mutuelle\nde Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: HANS Daniel"
01122_L.tif,PERRAULT Caroline,27/11/2006,01122,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: PERRAULT Caroline"
01128_L.tif,BINET Arnaud,27/11/2006 (Monul),01128,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: BINET Arnaud"
01121_L.tif,Raimbault Amandine,24/11/2006,01121,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: RAIMBAULT Amandine"
01131_L.tif,Valere Geraldine,27/11/2006 (Banvillars),01131,CPAM. Caisse primaire\nd'Assurance Maladie,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: VALERE Geraldine"
01132_L.tif,Yves Vallet,27/11/2006 (Verdun),01132,La Poste,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: VALLET Yves"
01129_L.tif,HONORE Philippe,,01129,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: HONORE Philippe"
01130_L.tif,Gérard LONGUET,27/11/2006 (Zinswiller),01130,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: LONGUET Gerard"
00698_L.tif,Martine JOUSSELIN,19/10/2006,00698,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: JOUSSELIN Martine"
00693_L.tif,Chantal PAYET,18/10/2006 (Moyrazes),00693,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: PAYET Chantal"
00701_L.tif,Duquenne Manon,19/10/2006 (Blodelsheim),00701,Top Coule !,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: DUQUENNE Manon"
00703_L.tif,VINSON Fernande,19/10/2006 (Bonnetage),00703,ANPE - Agence Nationale\npour l'emploi,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: VINSON Fernande"
00702_L.tif,Francis PELLERIN,16/10/2006 (Clermont Ferrand),00702,"Mensuel ""Fleurs & Merguez""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: PELLERIN Francis"
00696_L.tif,DUMONT Djamila,,00696,"Bismestriel ""Charité Bushido""","[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: DUMONT Djamila"
00699_L.tif,MOUSFI Alexandra,20/10/2006,00699,LA REDOUTE,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: YOUSFI Alexandra"
00694_L.tif,Maryline CABRERA,19/10/2006 (Weitbruch),00694,La Poste,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: CABRERA Maryline"
00719_L.tif,GEAY Adrien,25/10/2006 (SESSENHEIM),00719,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: GEAY Adrien"
00709_L.tif,Laure BLOUIN,16/10/2006 (Dijon),00709,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: BLOUIN Laure"
00705_L.tif,Marie Cazenan,19/10/2006 (Ammerzwiller),00705,Trésorerie des Impôts,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: CAZENAVE Marie"
00715_L.tif,DELCROIX Ana,25/10/2006 (Saulny),00715,"Magazine ""DéO""","[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: DELCROIX Ana"
00717_L.tif,OLIVE Bernard,24/10/06 (Evenos),00717,"Bimestriel ""Charité Bushida""","[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: OLIVE Bernard"
00716_L.tif,POIX Huguette,20/10/2006 (Plouezec),00716,"Bimestriel ""Charité\nBushido","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: POIX Huguette"
00722_L.tif,LEBOEUF Samantha,20/10/2006 (Cipières),00722,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: LEBOEUF Samantha"
00711_L.tif,MARTINEZ Sébastien,19/10/2006,00711,Univers Sale Mobile,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: MARTINEZ Sebastien"
00713_L.tif,Thérèse LAFLEUR,,00713,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: LAFLEUR Therese"
00720_L.tif,RAMDANE Yolande,04/10/2006 (Anjoutet),00720,,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: RAMDANE Yolande"
00712_L.tif,Sylvie LECOQ,19/10/2006 (Jebsheim),00712,CHARITE BUSHIDO,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: LECOQ Sylvie"
00707_L.tif,TALLEC Pierre,22/10/2006 (Grussenheim),00707,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: TALLEC Pierre"
00710_L.tif,Béatrice Camara,19/10/2006 (Basse Rentgen),00710,Banque Mutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: CAMARA Beatrice"
00708_L.tif,Claeys Jean Louis,,00708,"Bimestriel ""Charité Bushido""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: CLAEYS Jean-louis"
00721_L.tif,SCHMIT Danièle,06/10/2006 (Dauendorf),00721,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: SCHMIT Daniele"
00706_L.tif,Marie CAPARROS,19/10/2006 (Niederbronn),00706,N.N.A. ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: CAPARROS Marie"
00704_L.tif,FOURES Régine,18/10/2006 (Schwerdorff),00704,ANPE,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: FOURES Regine"
00718_L.tif,LOREAU Anne,25/10/2006 (Conflans en Jarnisy),00718,Banque Débit Lyonnais,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: LOREAU Anne"
00714_L.tif,Charlotte BOUZID,,00714,M. le Conseiller Financier,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: BOUZID Charlotte"
00725_L.tif,DELGADO Patrick,23/10/2006 (St Anne),00725,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: DELGADO Patrick"
00726_L.tif,JOUENNE Colette,25/10/2006,00726,EDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: JOUENNE Colette"
00723_L.tif,DIALLO Stéphanie,21/10/2006,00723,Trésorerie des ¤{impots/impôts}¤,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: DIALLO Stephanie"
00728_L.tif,Mathilde Levallois,25/10/2006,00728,,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: LEVALLOIS Mathilde"
00724_L.tif,,23/10/2006,00724,,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: TOUCHARD Yves"
00727_L.tif,Ref. client = DFWSV42,18/10/2006 (Geispolsheim),00727,ASSEDIC\nAssurance chômage,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: BOUVARD Amandine"
00729_L.tif,ROGER Martine,,00729,UNIVERS SALES MOBILE,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: ROGER Martine"
00730_L.tif,Michèle DE OLIVERA,24/10/2006 (Joudreville),00730,Crédit Populaire,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: DE OLIVEIRA Michele"
00731_L.tif,ORY Patrick,25/10/2006 (Desseling),00731,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: ORY Patrick"
00740_L.tif,GHESQUIERE Nicole,27/10/2006 (Niederhausbergen),00740,MANIF assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: GHESQUIERE Nicole"
00733_L.tif,JARDIN Mireille,26/10/2006 (Bastia),00733,Monsieur,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: JARDIN Mireille"
00742_L.tif,Huguette BOURREAU,24/10/2006 (Falck),00742,BANQUE CREDIT POPULAIRE,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: BOURREAU Muguette"
00745_L.tif,JOANNES Sylvie,28/10/2006 (Niederbronn),00745,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: JOANNES Sylvie"
00743_L.tif,Alisson LEGROUX,20/10/2006 (Hericourt),00743,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: LEGROUX Alisson"
00737_L.tif,Geneviève BLOCH,25/10/2006,00737,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: BLOCH Genevieve"
00739_L.tif,MASSON Lydie,,00739,"Hebdomadaire ""Top Coule !""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: MASSON Lydie"
00736_L.tif,Desjardins Danièle,26/10/2006,00736,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: DESJARDINS Daniele"
00738_L.tif,BINET Arnaud,26/10/2006 (Moncel),00738,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BINET Arnaud"
00732_L.tif,TRAORE Jennifer,24/10/2006 (Chauny),00732,"Quotidien ""Le Pain""","[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: TRAORE Jennifer"
00744_L.tif,Myriam Beaucourt,26/10/2006 (Orbey),00744,Trésorerie des ¤{Impots/Impôts}¤,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: BEAUCOURT Myriam"
00735_L.tif,Fossey Florent,,00735,Police Nationale,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: FOSSEY Florent"
00734_L.tif,MELCHIOR Brigitte,23/10/2006 (Paris),00734,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: MELCHIOR Brigitte"
00741_L.tif,PITOIS Pauline,21/10/2006 (Pouilly),00741,Entreprise Sépa FR Téléphonie,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: PITOIS Pauline"
00752_L.tif,Virginie CHARBONNIER,,00752,BOF telecom,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: CHARBONNIER Virginie"
00751_L.tif,REGNAULT Isabelle,27/10/2006 (Longlaville),00751,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: REGNAULT Isabelle"
00748_L.tif,LANDREAU Karim,,00748,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: LANDREAU Karim"
00750_L.tif,Christele Millet,27/10/2006 (Paris),00750,EDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: MILLET Christele"
00760_L.tif,Guichard Maeva,,00760,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: GUICHARD Maeva"
00749_L.tif,Guy Manuel,27/10/2006,00749,,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: MANUEL Guy"
00758_L.tif,PERON Fabrice,,00758,EDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: PERON Fabrice"
00753_L.tif,DIET Marine,23/10/2006 (Sorneville),00753,Banque Société Géniale,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: DIET Marine"
00747_L.tif,Michael PERROT,25/10/2006 (Ferdrupt),00747,SépaFR Téléphonie,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: PERROT Michael"
00756_L.tif,Maryse OLIVE,26/10/2006 (BALDENHEIM),00756,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: OLIVE Maryse"
00762_L.tif,Hery Veronique,23/06/2017 (Villars sous Ecot),00762,"Madame, Monsieur le trésorier","[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: HERY Veronique"
00757_L.tif,RODRIGUEZ Brigitte,20/10/2006 (Bartenheim),00757,GDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: RODRIGUEZ Brigitte"
00761_L.tif,Desgranges Clément,,00761,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: DESGRANGES Clement"
00755_L.tif,Claude LEBLANC,29/10/2006 (Seebach),00755,les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: LEBLANC Claude"
00759_L.tif,Corinne JOSSE,,00759,Univers Sale Mobile,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: JOSSE Corinne"
00754_L.tif,Claude Piou,24/10/2006 (TREILLERES),00754,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: PIOU Claude"
00746_L.tif,Robin Salem,25/10/2006 (Ranrupt),00746,GDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: SALEM Robin"
00767_L.tif,CLEMENTE Dylan,,00767,Police Nationale,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: CLEMENTE Dylan"
00768_L.tif,Gallier Gilbert,,00768,BAAF assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: GALLIER Gilbert"
00763_L.tif,Maryse Jacq,12/10/2006 (Ottmarsheim),00763,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: JACQ Maryse"
00764_L.tif,LESAULT Yves,,00764,"Hebdomadaire ""Top Coule""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: LE SAUX Yves"
00771_L.tif,NEVEUX Bernard,,00771,La Redoute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: NEVEUX Bernard"
00772_L.tif,Gaucher Viviane,,00772,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: GAUCHER Viviane"
00780_L.tif,VERNIER Hugo,,00780,Banque débit lyonnais,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: VERNIER Hugo"
00769_L.tif,Nicaise Vincent,,00769,CPAM Caisse primaire d'assurance Maladie,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: NICAISE Vincent"
00775_L.tif,Magali Sole,30/10/2006 (Varangeville),00775,Banque Débit Lyonnais,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: SOLE Magali"
00770_L.tif,Saint-Martin Nathalie,,00770,NNA assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: SAINT-MARTIN Nathalie"
00777_L.tif,Ghislaine Smadja,24/10/2006 (Gries),00777,Service clientèle d'Univers\nSale Mobile,"[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: SMADJA Ghislaine"
00766_L.tif,AMANTI Gilbert,,00766,Banque Credit populaire,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: ATMANI Gilbert"
00765_L.tif,LE TALLEC François,,00765,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: LE TALLEC Francois"
00776_L.tif,JOUANNE Myriam,,00776,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: JOUANNE Myriam"
00781_L.tif,Riahi Nadine,01/11/06 (Chilly Mazarin),00781,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: RIAHI Nadine"
00778_L.tif,Mignon Matheo,02/11/2006 (Paris),00778,assurances BAAF,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: MIGNON Matheo"
00774_L.tif,ARNAUD VIALE,28/10/2006,00774,"QUOTIDIEN ""LE PAIN""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: VIALE Arnaud"
00779_L.tif,SALESSE Cyril,26/10/2006,00779,POLICE NATIONALE,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: SALESSE Cyril"
00773_L.tif,Milan Jean Noel,,00773,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: MILAN Jean-noel"
00789_L.tif,Berthelot Virginie,01/11/2006 (IVRY SUR SEINE),00789,"Bimestriel ""Charité Bushido""","[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: BERTHELOT Virginie"
00782_L.tif,Laura Maugard,10/01/2006 (St Sauveur),00782,GDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: MAUGARD Laura"
00785_L.tif,Joselyne SASSI,30/10/2006 (Bienville),00785,Banque Crédit\nPopulaire,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: SASSI Joselyne"
00795_L.tif,BELLEC Christiane,03/11/2006 (Vittersbourg),00795,Manif Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BELLEC Christiane"
00787_L.tif,Burgon Ernest,03/11/2006 (Villersexel),00787,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BURGUN Ernest"
00797_L.tif,FABRE Karine,,00797,Banque Crédit Populaire,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: FABRE Karine"
00786_L.tif,SOULIE Marie,20/10/2006 (Siltzheim),00786,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: SOULIE Marie"
00793_L.tif,HONORE Philippe,,00793,"Quotidien ""Le Pain""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: HONORE Philippe"
00796_L.tif,Maryvonne FRIANT,03/11/2006 (Xonrupt Longemer),00796,CPAM - Caisse primaire d'assurance maladie,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: FRIANT Maryvonne"
00784_L.tif,Aurélie KOCH,31/10/2006 (Charmois),00784,,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: KOCH Aurelie"
00790_L.tif,LEBRETON Florence,02/11/2006 (Thiaucourt Regnieville),00790,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: LEBRETON Florence"
00783_L.tif,Lise GUILBAUD,01/11/2006,00783,LA REBOUTE,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: GUILBAUD Lise"
00792_L.tif,Estelle FRANCOIS,20/10/2006,00792,La Redoute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: FRANCOIS Estelle"
00788_L.tif,CLAUDON Manuella,03/11/2006 (Angevillers),00788,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: CLAUDON Manuella"
